"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
127,"宅地(土地)","商業地","31201","鳥取県","鳥取市","今町","鳥取","8",9500000,"160000","","200",47000,"ほぼ長方形","6.0","","","","","","南東","市道",13.0,"商業地域",80,400,"平成25年第３四半期","",""
128,"宅地(土地と建物)","商業地","31201","鳥取県","鳥取市","今町","鳥取","8",14000000,"","","100",,"長方形","6.5","185","昭和53年","鉄骨造","倉庫、店舗","","北","国道",12.0,"商業地域",80,600,"平成25年第２四半期","",""
129,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","今町","鳥取","5",36000000,"","","280",,"ほぼ整形","12.0","250","平成4年","木造","住宅","","北東","市道",8.0,"商業地域",80,400,"平成25年第１四半期","",""
130,"宅地(土地)","宅地見込地","31201","鳥取県","鳥取市","岩倉","鳥取","30分?60分",12000000,"170000","","220",51000,"ほぼ台形","12.0","","","","","","北西","市道",6.5,"第１種住居地域",60,200,"平成29年第４四半期","",""
131,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","岩倉","鳥取","30分?60分",36000000,"","","165",,"ほぼ長方形","10.0","120","平成29年","木造","住宅","住宅","南西","道路",6.0,"第１種中高層住居専用地域",60,200,"平成29年第４四半期","",""
132,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","岩倉","鳥取","30分?60分",7000000,"","","110",,"不整形","13.0","80","昭和51年","木造","住宅","住宅","南西","市道",6.0,"第１種中高層住居専用地域",60,200,"平成29年第３四半期","",""
133,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","岩倉","鳥取","30分?60分",28000000,"190000","","490",58000,"ほぼ長方形","","","","","","住宅","北東","道路",6.0,"第１種中高層住居専用地域",60,200,"平成28年第４四半期","",""
134,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","岩倉","鳥取","30分?60分",4400000,"","","165",,"ほぼ整形","","80","昭和49年","木造","住宅","住宅","南","市道",4.0,"第１種中高層住居専用地域",60,200,"平成28年第４四半期","",""
135,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","岩倉","鳥取","30分?60分",5500000,"","","135",,"ほぼ長方形","8.0","65","昭和41年","木造","住宅","住宅","北東","市道",4.0,"第１種住居地域",60,200,"平成27年第１四半期","",""
136,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","岩倉","鳥取","30分?60分",8000000,"130000","","210",38000,"長方形","10.5","","","","","住宅","北東","市道",4.5,"第１種住居地域",60,200,"平成27年第１四半期","",""
137,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","岩倉","鳥取","30分?60分",12000000,"","","155",,"不整形","15.0","115","昭和61年","木造","住宅","","北東","市道",6.0,"第１種中高層住居専用地域",60,200,"平成26年第３四半期","",""
138,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","岩倉","鳥取","30分?60分",3200000,"140000","","55",42000,"ほぼ台形","2.5","","","","","","北","道路",2.5,"第１種住居地域",60,200,"平成25年第２四半期","",""
139,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","岩坪","鳥取","2H?",300000,"2100","","470",640,"不整形","45.0","","","","","","南西","道路",3.5,"都市計画区域外",,,"平成26年第４四半期","","隣地の購入"
140,"林地","","31201","鳥取県","鳥取市","岩坪","","",230000,"","","860",,"","","","","","","","","",,"",,,"平成28年第４四半期","",""
141,"林地","","31201","鳥取県","鳥取市","岩坪","","",270000,"","","1000",,"","","","","","","","","",,"",,,"平成28年第４四半期","",""
142,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","岩吉","湖山","15",25000000,"","","150",,"長方形","9.0","110","平成29年","木造","住宅","住宅","西","市道",6.0,"工業地域",60,200,"平成29年第２四半期","",""
143,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","岩吉","湖山","16",9800000,"160000","","195",50000,"ほぼ長方形","20.0","","","","","住宅","南","道路",6.0,"工業地域",60,200,"平成28年第３四半期","",""
144,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","岩吉","湖山","16",8400000,"170000","","160",53000,"ほぼ長方形","10.5","","","","","住宅","西","道路",6.0,"工業地域",60,200,"平成28年第３四半期","",""
145,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","岩吉","湖山","13",10000000,"53000","","630",16000,"ほぼ長方形","24.0","","","","","","東","市道",3.0,"工業地域",60,200,"平成28年第３四半期","",""
146,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","岩吉","湖山","15",8400000,"170000","","170",50000,"ほぼ長方形","11.4","","","","","住宅","南","道路",6.0,"工業地域",60,200,"平成27年第４四半期","",""
147,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","岩吉","湖山","15",25000000,"","","150",,"ほぼ正方形","12.5","105","平成26年","木造","住宅","","南","区画街路",6.0,"工業地域",60,200,"平成27年第１四半期","",""
148,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","岩吉","湖山","15",31000000,"","","180",,"長方形","10.5","140","平成27年","","","住宅","南","区画街路",6.0,"工業地域",60,200,"平成26年第４四半期","",""
149,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","岩吉","湖山","15",4900000,"70000","","230",21000,"ほぼ正方形","15.5","","","","","","西","区画街路",6.0,"工業地域",60,200,"平成26年第２四半期","",""
150,"宅地(土地)","商業地","31201","鳥取県","鳥取市","岩吉","湖山","15",850000,"70000","","40",21000,"不整形","15.0","","","","","","南","市道",18.0,"工業地域",60,200,"平成26年第２四半期","",""
151,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","岩吉","湖山","14",7400000,"160000","","150",49000,"ほぼ正方形","12.5","","","","","住宅","南","道路",6.0,"工業地域",60,200,"平成26年第２四半期","",""
152,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","上原","鳥取","1H30?2H",700000,"","","220",,"ほぼ長方形","7.0","85","平成5年","木造","住宅","住宅","東","市道",5.0,"市街化調整区域",70,400,"平成27年第２四半期","",""
153,"農地","","31201","鳥取県","鳥取市","上原","","",2300000,"","","2300",,"","","","","","","","","",,"",,,"平成26年第１四半期","",""
154,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","上町","鳥取","21",10000000,"","","170",,"ほぼ台形","12.0","","","","","住宅","西","市道",6.0,"第１種低層住居専用地域",60,100,"平成30年第２四半期","",""
155,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","上町","鳥取","23",13000000,"170000","","250",50000,"ほぼ長方形","8.5","","","","","その他","南","市道",3.0,"第１種低層住居専用地域",60,100,"平成30年第１四半期","",""
156,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","上町","鳥取","21",3000000,"140000","","70",43000,"ほぼ長方形","3.5","","","","","その他","南東","県道",16.5,"第１種中高層住居専用地域",60,200,"平成29年第４四半期","",""
157,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","上町","鳥取","24",30000000,"290000","","340",88000,"ほぼ長方形","8.0","","","","","その他","東","市道",9.0,"第１種低層住居専用地域",60,100,"平成29年第３四半期","",""
158,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","上町","鳥取","22",5000000,"200000","","85",60000,"ほぼ長方形","8.0","","","","","その他","南","私道",5.0,"第１種中高層住居専用地域",60,200,"平成29年第１四半期","",""
159,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","上町","鳥取","20",6000000,"","","50",,"ほぼ長方形","7.0","65","平成7年","木造","共同住宅","住宅","東","市道",5.0,"第１種中高層住居専用地域",60,200,"平成28年第２四半期","",""
160,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","上町","鳥取","25",500000,"33000","","50",10000,"不整形","8.0","","","","","その他","北東","市道",2.0,"第１種低層住居専用地域",60,100,"平成28年第１四半期","",""
161,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","上町","鳥取","24",16000000,"330000","","160",99000,"ほぼ長方形","10.0","","","","","住宅","北","市道",3.3,"第１種低層住居専用地域",60,100,"平成27年第２四半期","",""
162,"農地","","31201","鳥取県","鳥取市","内海中","","",25000,"","","250",,"","","","","","","","","",,"",,,"平成27年第１四半期","",""
163,"農地","","31201","鳥取県","鳥取市","内海中","","",2700000,"","","710",,"","","","","","","","","",,"",,,"平成25年第４四半期","",""
164,"農地","","31201","鳥取県","鳥取市","内海中","","",1800000,"","","470",,"","","","","","","","","",,"",,,"平成25年第４四半期","",""
165,"農地","","31201","鳥取県","鳥取市","内海中","","",120000,"","","250",,"","","","","","","","","",,"",,,"平成25年第３四半期","",""
166,"農地","","31201","鳥取県","鳥取市","内海中","","",120000,"","","250",,"","","","","","","","","",,"",,,"平成25年第３四半期","",""
167,"農地","","31201","鳥取県","鳥取市","内海中","","",120000,"","","250",,"","","","","","","","","",,"",,,"平成25年第３四半期","",""
168,"中古マンション等","","31201","鳥取県","鳥取市","永楽温泉町","鳥取","8",20000000,"","４ＬＤＫ","90",,"","","","平成18年","","","住宅","","",,"商業地域",80,400,"平成29年第４四半期","未改装",""
169,"中古マンション等","","31201","鳥取県","鳥取市","永楽温泉町","鳥取","8",23000000,"","２ＬＤＫ","85",,"","","","平成18年","ＲＣ","","住宅","","",,"商業地域",80,400,"平成29年第３四半期","未改装",""
170,"中古マンション等","","31201","鳥取県","鳥取市","永楽温泉町","鳥取","8",20000000,"","４ＬＤＫ","90",,"","","","平成18年","ＲＣ","住宅","","","",,"商業地域",80,400,"平成28年第３四半期","未改装",""
171,"中古マンション等","","31201","鳥取県","鳥取市","永楽温泉町","鳥取","8",30000000,"","４ＬＤＫ","115",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"平成28年第２四半期","未改装",""
172,"中古マンション等","","31201","鳥取県","鳥取市","永楽温泉町","鳥取","8",22000000,"","３ＬＤＫ","90",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"平成27年第３四半期","改装済",""
173,"中古マンション等","","31201","鳥取県","鳥取市","永楽温泉町","鳥取","7",19000000,"","２ＬＤＫ","85",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"平成27年第１四半期","改装済",""
174,"中古マンション等","","31201","鳥取県","鳥取市","永楽温泉町","鳥取","7",22000000,"","３ＬＤＫ","85",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"平成27年第１四半期","未改装",""
175,"中古マンション等","","31201","鳥取県","鳥取市","永楽温泉町","鳥取","7",23000000,"","４ＬＤＫ","90",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"平成27年第１四半期","未改装",""
176,"宅地(土地と建物)","商業地","31201","鳥取県","鳥取市","永楽温泉町","鳥取","8",110000000,"","","970",,"ほぼ長方形","24.0","1900","平成5年","ＲＣ","その他","住宅","南西","市道",8.5,"商業地域",80,400,"平成26年第２四半期","",""
177,"宅地(土地と建物)","商業地","31201","鳥取県","鳥取市","永楽温泉町","鳥取","5",20000000,"","","130",,"長方形","5.5","","","","","","北西","市道",5.5,"商業地域",80,500,"平成26年第１四半期","",""
178,"中古マンション等","","31201","鳥取県","鳥取市","永楽温泉町","鳥取","7",20000000,"","２ＬＤＫ＋Ｓ","85",,"","","","平成18年","ＲＣ","住宅","","","",,"商業地域",80,500,"平成26年第１四半期","未改装",""
179,"宅地(土地)","商業地","31201","鳥取県","鳥取市","永楽温泉町","鳥取","3",15000000,"350000","","140",110000,"ほぼ長方形","8.5","","","","","","北西","市道",8.0,"商業地域",80,500,"平成25年第２四半期","",""
180,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","江崎町","鳥取","23",38000000,"","","540",,"不整形","14.5","","","","","その他","南西","市道",5.8,"第１種低層住居専用地域",60,100,"平成28年第４四半期","",""
181,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","江崎町","鳥取","22",3900000,"","","70",,"ほぼ長方形","5.0","45","昭和50年","木造","住宅","","南東","市道",4.5,"第１種低層住居専用地域",60,100,"平成25年第３四半期","",""
182,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","江崎町","鳥取","24",6200000,"150000","","135",46000,"ほぼ整形","11.0","","","","","","南西","市道",5.0,"第１種低層住居専用地域",60,100,"平成25年第２四半期","",""
