"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
4426,"宅地(土地)","住宅地","18202","福井県","敦賀市","和久野","敦賀","30分?60分",9500000,"60000","","520",18000,"長方形","14.5","","","","","住宅","南","道路",6.0,"準工業地域",60,200,"平成27年第３四半期","","私道を含む取引"
4427,"宅地(土地)","住宅地","18202","福井県","敦賀市","和久野","敦賀","30分?60分",8200000,"130000","","210",39000,"ほぼ長方形","10.0","","","","","住宅","北","市道",5.0,"準工業地域",60,200,"平成27年第２四半期","",""
4428,"宅地(土地)","住宅地","18202","福井県","敦賀市","和久野","敦賀","30分?60分",16000000,"88000","","600",27000,"ほぼ長方形","18.8","","","","","","東","市道",6.0,"準工業地域",60,200,"平成27年第１四半期","",""
4429,"宅地(土地)","住宅地","18202","福井県","敦賀市","和久野","敦賀","30分?60分",7900000,"130000","","195",41000,"ほぼ正方形","13.0","","","","","住宅","東","私道",6.0,"準工業地域",60,200,"平成27年第１四半期","",""
4430,"宅地(土地と建物)","住宅地","18202","福井県","敦賀市","和久野","敦賀","30分?60分",7200000,"","","210",,"ほぼ台形","15.4","145","平成6年","木造","住宅","住宅","北","私道",6.0,"第１種中高層住居専用地域",60,200,"平成26年第４四半期","",""
4431,"宅地(土地)","住宅地","18202","福井県","敦賀市","和久野","敦賀","30分?60分",12000000,"110000","","350",34000,"ほぼ長方形","11.4","","","","","","東","市道",6.5,"第２種中高層住居専用地域",60,200,"平成26年第３四半期","",""
4432,"宅地(土地)","住宅地","18202","福井県","敦賀市","和久野","敦賀","30分?60分",11000000,"120000","","290",36000,"ほぼ台形","20.3","","","","","住宅","西","市道",6.0,"第１種中高層住居専用地域",60,200,"平成26年第１四半期","",""
4433,"宅地(土地)","住宅地","18202","福井県","敦賀市","和久野","敦賀","30分?60分",980000,"7500","","430",2300,"不整形","7.9","","","","","","南東","道路",4.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成25年第４四半期","",""
4434,"宅地(土地)","住宅地","18202","福井県","敦賀市","和久野","敦賀","30分?60分",9000000,"130000","","230",38000,"ほぼ長方形","11.0","","","","","","西","市道",4.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成25年第４四半期","",""
4435,"宅地(土地と建物)","住宅地","18202","福井県","敦賀市","和久野","敦賀","30分?60分",60000000,"","","1800",,"不整形","25.0","490","昭和59年","鉄骨造","事務所、作業場、倉庫","","西","市道",12.0,"準工業地域",60,200,"平成25年第３四半期","",""
4436,"宅地(土地と建物)","住宅地","18202","福井県","敦賀市","和久野","敦賀","30分?60分",12000000,"","","165",,"ほぼ長方形","15.9","115","平成4年","木造","住宅","","南","私道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成25年第３四半期","",""
4437,"宅地(土地)","住宅地","18202","福井県","敦賀市","和久野","西敦賀","24",21000000,"68000","","1000",21000,"ほぼ長方形","19.0","","","","","","東","市道",6.2,"準工業地域",60,200,"平成28年第２四半期","",""
4438,"宅地(土地と建物)","工業地","18202","福井県","敦賀市","和久野","西敦賀","29",12000000,"","","640",,"ほぼ長方形","18.2","230","昭和63年","鉄骨造","工場、事務所、駐車場","店舗","西","市道",10.3,"準工業地域",60,200,"平成28年第２四半期","",""
4439,"農地","","18204","福井県","小浜市","相生","","",110000,"","","350",,"","","","","","","","","",,"",,,"平成26年第４四半期","",""
4440,"宅地(土地と建物)","住宅地","18204","福井県","小浜市","青井","小浜","21",5100000,"","","130",,"長方形","9.0","95","昭和55年","木造","住宅","住宅","東","市道",4.0,"第１種中高層住居専用地域",60,200,"平成29年第３四半期","",""
4441,"宅地(土地と建物)","住宅地","18204","福井県","小浜市","青井","小浜","21",7000000,"","","460",,"不整形","","40","","鉄骨造","その他","","東","市道",6.0,"第１種中高層住居専用地域",60,200,"平成25年第１四半期","",""
4442,"宅地(土地)","住宅地","18204","福井県","小浜市","阿納","小浜","1H30?2H",3800000,"34000","","370",10000,"不整形","22.5","","","","","その他","南","市道",6.0,"都市計画区域外",,,"平成27年第４四半期","",""
4443,"宅地(土地)","住宅地","18204","福井県","小浜市","池河内","小浜","2H?",1300000,"11000","","390",3300,"不整形","32.0","","","","","","北東","県道",4.0,"都市計画区域外",,,"平成27年第１四半期","",""
4444,"宅地(土地)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",6500000,"130000","","165",39000,"ほぼ長方形","10.5","","","","","住宅","南西","私道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成30年第２四半期","",""
4445,"宅地(土地)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",7800000,"130000","","200",39000,"ほぼ正方形","13.5","","","","","住宅","北東","私道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成30年第２四半期","",""
4446,"宅地(土地)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",6500000,"130000","","165",39000,"ほぼ長方形","10.5","","","","","住宅","南西","私道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成30年第２四半期","",""
4447,"宅地(土地と建物)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",7500000,"","","165",,"ほぼ長方形","8.5","85","昭和63年","木造","住宅","住宅","北東","私道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成30年第１四半期","",""
4448,"宅地(土地)","住宅地","18204","福井県","小浜市","生守","小浜","26",7800000,"130000","","200",39000,"長方形","13.3","","","","","その他","北東","私道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成29年第４四半期","",""
4449,"宅地(土地と建物)","住宅地","18204","福井県","小浜市","生守","小浜","26",6000000,"","","165",,"長方形","17.9","","","","倉庫","","北西","市道",5.5,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成29年第４四半期","",""
4450,"宅地(土地と建物)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",29000000,"","","280",,"ほぼ整形","","","","","","","南東","私道",5.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成29年第４四半期","",""
4451,"宅地(土地)","宅地見込地","18204","福井県","小浜市","生守","小浜","29",15000000,"25000","","2000㎡以上",7600,"ほぼ長方形","36.5","","","","","","南東","市道",5.5,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成29年第４四半期","",""
4452,"宅地(土地)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",8100000,"130000","","200",41000,"ほぼ長方形","11.4","","","","","住宅","北東","私道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成29年第３四半期","",""
4453,"宅地(土地)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",9100000,"140000","","210",42000,"ほぼ正方形","12.7","","","","","住宅","南東","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成29年第３四半期","",""
4454,"宅地(土地)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",7700000,"140000","","180",42000,"ほぼ整形","9.7","","","","","住宅","南西","私道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成29年第２四半期","",""
4455,"宅地(土地と建物)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",180000000,"","","990",,"長方形","18.2","960","平成26年","ＲＣ","共同住宅","その他","南東","市道",8.8,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成29年第２四半期","",""
4456,"宅地(土地)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",6500000,"110000","","195",33000,"長方形","10.9","","","","","住宅","北東","市道",4.8,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成29年第１四半期","",""
4457,"宅地(土地)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",5900000,"110000","","175",33000,"長方形","10.9","","","","","住宅","南西","市道",5.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成28年第３四半期","",""
4458,"宅地(土地)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",5300000,"110000","","165",32000,"長方形","12.1","","","","","その他","北東","道路",4.5,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成28年第２四半期","",""
4459,"宅地(土地と建物)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",31000000,"","","840",,"長方形","15.5","450","平成7年","軽量鉄骨造","共同住宅","住宅","北西","市道",5.9,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成28年第２四半期","",""
4460,"宅地(土地)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",6500000,"130000","","165",39000,"長方形","10.7","","","","","住宅","南西","道路",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成28年第２四半期","",""
4461,"宅地(土地)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",6000000,"120000","","165",36000,"長方形","16.7","","","","","住宅","南西","私道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成28年第２四半期","",""
4462,"宅地(土地と建物)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",4000000,"","","120",,"長方形","8.1","85","平成8年","木造","住宅","住宅","南西","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成27年第３四半期","",""
4463,"宅地(土地と建物)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",21000000,"","","165",,"長方形","10.9","105","平成27年","木造","住宅","住宅","南西","私道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成27年第２四半期","",""
4464,"宅地(土地と建物)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",25000000,"","","260",,"長方形","18.5","150","平成22年","木造","住宅","住宅","南西","私道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成27年第１四半期","",""
4465,"宅地(土地と建物)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",20000000,"","","260",,"長方形","18.5","150","平成22年","木造","住宅","住宅","南西","私道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成26年第３四半期","",""
4466,"宅地(土地)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",9100000,"140000","","220",42000,"ほぼ正方形","11.6","","","","","","南東","市道",8.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成26年第２四半期","",""
4467,"宅地(土地)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",20000000,"33000","","2000㎡以上",10000,"長方形","36.2","","","","","","北西","市道",5.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成26年第２四半期","",""
4468,"宅地(土地と建物)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",26000000,"","","180",,"ほぼ長方形","11.6","145","平成25年","木造","住宅","","南東","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成26年第１四半期","",""
4469,"宅地(土地と建物)","住宅地","18204","福井県","小浜市","生守","小浜","26",16000000,"","","190",,"長方形","13.2","120","平成13年","木造","住宅","","北東","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成26年第１四半期","",""
4470,"宅地(土地)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",16000000,"81000","","660",24000,"長方形","16.9","","","","","","北西","市道",8.8,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成26年第１四半期","",""
4471,"宅地(土地)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",24000000,"120000","","660",37000,"長方形","16.9","","","","","","北西","市道",8.8,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成26年第１四半期","",""
4472,"宅地(土地)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",7000000,"99000","","230",30000,"長方形","","","","","","住宅","南東","私道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成26年第１四半期","",""
4473,"宅地(土地と建物)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",19000000,"","","990",,"長方形","17.8","240","平成14年","軽量鉄骨造","倉庫","","南東","市道",9.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成25年第４四半期","",""
4474,"宅地(土地)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",6000000,"59000","","340",18000,"長方形","21.0","","","","","","北東","市道",4.9,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成25年第４四半期","",""
4475,"宅地(土地)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",5000000,"100000","","165",30000,"ほぼ長方形","11.7","","","","","","北西","市道",8.4,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成25年第４四半期","",""
4476,"宅地(土地と建物)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",24000000,"","","175",,"ほぼ正方形","13.5","","","","","","南西","私道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成25年第３四半期","",""
4477,"宅地(土地と建物)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",2400000,"","","100",,"ほぼ長方形","10.4","50","昭和61年","木造","住宅","","南西","市道",8.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成25年第３四半期","",""
4478,"宅地(土地)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",6400000,"120000","","175",36000,"正方形","13.5","","","","","","北東","私道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",,,"平成25年第２四半期","",""
4479,"宅地(土地)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",3000000,"150000","","65",45000,"長方形","","","","","","","北東","私道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成25年第２四半期","",""
4480,"宅地(土地)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",11000000,"110000","","330",33000,"不整形","14.9","","","","","","南東","市道",8.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成25年第２四半期","",""
4481,"宅地(土地)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",9500000,"95000","","330",29000,"正方形","18.2","","","","","","南西","市道",5.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成25年第２四半期","",""
4482,"宅地(土地)","住宅地","18204","福井県","小浜市","生守","小浜","30分?60分",20000000,"67000","","990",20000,"長方形","18.5","","","","","","南東","市道",8.8,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成25年第２四半期","",""
4483,"農地","","18204","福井県","小浜市","生守","","",7500000,"","","990",,"","","","","","","","","",,"",,,"平成29年第３四半期","",""
4484,"農地","","18204","福井県","小浜市","生守","","",7200000,"","","990",,"","","","","","","","","",,"",,,"平成29年第３四半期","",""
4485,"農地","","18204","福井県","小浜市","生守","","",12000000,"","","990",,"","","","","","","","","",,"",,,"平成28年第３四半期","",""
4486,"農地","","18204","福井県","小浜市","生守","","",10000000,"","","990",,"","","","","","","","","",,"",,,"平成28年第３四半期","",""
4487,"農地","","18204","福井県","小浜市","生守","","",1200000,"","","420",,"","","","","","","","","",,"",,,"平成28年第１四半期","",""
4488,"農地","","18204","福井県","小浜市","生守","","",12000000,"","","1600",,"","","","","","","","","",,"",,,"平成28年第１四半期","",""
4489,"農地","","18204","福井県","小浜市","生守","","",9000000,"","","990",,"","","","","","","","","",,"",,,"平成27年第３四半期","",""
4490,"農地","","18204","福井県","小浜市","生守","","",9000000,"","","990",,"","","","","","","","","",,"",,,"平成27年第３四半期","",""
4491,"農地","","18204","福井県","小浜市","生守","","",20000000,"","","1200",,"","","","","","","","","",,"",,,"平成27年第２四半期","",""
4492,"農地","","18204","福井県","小浜市","生守","","",12000000,"","","790",,"","","","","","","","","",,"",,,"平成27年第２四半期","",""
4493,"農地","","18204","福井県","小浜市","生守","","",6000000,"","","990",,"","","","","","","","","",,"",,,"平成25年第４四半期","",""
4494,"農地","","18204","福井県","小浜市","生守","","",16000000,"","","990",,"","","","","","","","","",,"",,,"平成25年第２四半期","",""
4495,"宅地(土地)","住宅地","18204","福井県","小浜市","一番町","小浜","14",8900000,"200000","","145",61000,"台形","11.0","","","","","","西","国道",12.0,"近隣商業地域",80,200,"平成29年第３四半期","",""
4496,"宅地(土地)","商業地","18204","福井県","小浜市","一番町","小浜","14",2600000,"83000","","105",25000,"不整形","11.4","","","","","","南","市道",6.1,"近隣商業地域",80,200,"平成29年第２四半期","",""
4497,"宅地(土地と建物)","住宅地","18204","福井県","小浜市","一番町","小浜","12",2000000,"","","1400",,"不整形","16.0","1900","昭和40年","ＲＣ","その他","その他","西","国道",11.0,"第１種住居地域",60,200,"平成27年第４四半期","",""
4498,"宅地(土地と建物)","住宅地","18204","福井県","小浜市","一番町","小浜","15",3000000,"","","100",,"ほぼ長方形","5.4","50","昭和45年","木造","住宅","住宅","東","市道",4.9,"第１種住居地域",60,200,"平成27年第２四半期","",""
4499,"宅地(土地と建物)","住宅地","18204","福井県","小浜市","上野","新平野","9",14000000,"","","2000㎡以上",,"不整形","50.0m以上","330","昭和49年","鉄骨造","倉庫","","南西","市道",7.5,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成29年第３四半期","",""
4500,"農地","","18204","福井県","小浜市","上野","","",7000000,"","","3100",,"","","","","","","","","",,"",,,"平成26年第１四半期","",""
4501,"宅地(土地と建物)","住宅地","18204","福井県","小浜市","雲浜","小浜","23",35000000,"","","230",,"長方形","11.4","175","平成29年","木造","住宅","住宅","北東","市道",5.0,"第１種中高層住居専用地域",60,200,"平成29年第２四半期","",""
4502,"宅地(土地)","住宅地","18204","福井県","小浜市","雲浜","小浜","23",8200000,"120000","","230",36000,"長方形","20.0","","","","","住宅","北西","市道",5.5,"第１種中高層住居専用地域",60,200,"平成28年第２四半期","",""
4503,"宅地(土地)","住宅地","18204","福井県","小浜市","雲浜","小浜","22",7000000,"110000","","200",35000,"袋地等","5.0","","","","","住宅","南東","市道",5.0,"第１種中高層住居専用地域",60,200,"平成28年第２四半期","",""
4504,"宅地(土地)","住宅地","18204","福井県","小浜市","雲浜","小浜","23",12000000,"120000","","340",36000,"ほぼ長方形","14.7","","","","","その他","北西","市道",5.5,"第１種中高層住居専用地域",60,200,"平成27年第３四半期","",""
4505,"宅地(土地と建物)","住宅地","18204","福井県","小浜市","雲浜","小浜","23",2200000,"","","145",,"長方形","9.0","135","昭和46年","木造、ブロック造","住宅","","南西","私道",4.0,"第１種中高層住居専用地域",60,200,"平成27年第２四半期","",""
4506,"宅地(土地)","住宅地","18204","福井県","小浜市","雲浜","小浜","24",700000,"8900","","260",2700,"ほぼ長方形","7.5","","","","","店舗","北西","市道",5.0,"第１種住居地域",60,200,"平成27年第１四半期","","調停・競売等"
4507,"宅地(土地)","住宅地","18204","福井県","小浜市","雲浜","小浜","23",20000000,"88000","","760",27000,"ほぼ長方形","36.7","","","","","住宅","北西","市道",5.4,"第１種中高層住居専用地域",60,200,"平成27年第１四半期","",""
4508,"宅地(土地)","住宅地","18204","福井県","小浜市","雲浜","小浜","26",2100000,"100000","","70",30000,"不整形","5.6","","","","","その他","南東","市道",4.8,"第１種住居地域",60,200,"平成26年第２四半期","",""
4509,"宅地(土地)","住宅地","18204","福井県","小浜市","雲浜","小浜","24",8600000,"120000","","240",36000,"ほぼ長方形","","","","","","","北西","道路",6.0,"第１種中高層住居専用地域",60,200,"平成26年第１四半期","",""
4510,"宅地(土地と建物)","商業地","18204","福井県","小浜市","雲浜","小浜","23",15000000,"","","230",,"ほぼ長方形","18.5","60","昭和45年","木造","住宅","","南東","国道",13.0,"第１種住居地域",60,200,"平成25年第２四半期","",""
4511,"宅地(土地)","住宅地","18204","福井県","小浜市","駅前町","小浜","3",6900000,"97000","","230",29000,"ほぼ正方形","14.5","","","","","その他","北西","市道",4.0,"商業地域",80,400,"平成30年第２四半期","",""
4512,"宅地(土地と建物)","商業地","18204","福井県","小浜市","駅前町","小浜","4",21000000,"","","260",,"ほぼ長方形","10.0","220","昭和41年","軽量鉄骨造","工場","倉庫","北","国道",13.0,"近隣商業地域",60,200,"平成30年第２四半期","",""
4513,"宅地(土地)","商業地","18204","福井県","小浜市","駅前町","小浜","1",35000000,"290000","","400",88000,"ほぼ台形","20.0","","","","","その他","東","国道",15.0,"商業地域",80,400,"平成30年第１四半期","",""
4514,"宅地(土地と建物)","商業地","18204","福井県","小浜市","駅前町","小浜","1",110000000,"","","860",,"ほぼ長方形","28.5","1100","平成2年","ＲＣ","店舗","事務所","西","国道",15.0,"商業地域",80,400,"平成29年第２四半期","",""
4515,"宅地(土地)","住宅地","18204","福井県","小浜市","駅前町","小浜","4",12000000,"100000","","400",30000,"ほぼ整形","10.0","","","","","住宅","南東","市道",4.8,"近隣商業地域",80,200,"平成29年第１四半期","",""
4516,"宅地(土地)","商業地","18204","福井県","小浜市","駅前町","小浜","1",20000000,"160000","","420",48000,"ほぼ台形","24.0","","","","","","東","国道",15.0,"商業地域",80,400,"平成28年第４四半期","",""
4517,"宅地(土地)","商業地","18204","福井県","小浜市","駅前町","小浜","2",27000000,"160000","","560",48000,"不整形","9.5","","","","","店舗","南西","県道",15.0,"商業地域",80,400,"平成28年第１四半期","",""
4518,"宅地(土地)","商業地","18204","福井県","小浜市","駅前町","小浜","2",5000000,"100000","","160",31000,"不整形","21.0","","","","","","接面道路無","",,"近隣商業地域",60,200,"平成26年第４四半期","",""
4519,"宅地(土地と建物)","商業地","18204","福井県","小浜市","駅前町","小浜","3",17000000,"","","165",,"長方形","9.1","370","昭和55年","鉄骨造","店舗","店舗","東","市道",6.1,"商業地域",80,400,"平成26年第４四半期","",""
4520,"宅地(土地)","住宅地","18204","福井県","小浜市","駅前町","小浜","5",7300000,"140000","","175",42000,"ほぼ長方形","8.9","","","","","","北","市道",4.8,"近隣商業地域",80,200,"平成26年第２四半期","",""
4521,"宅地(土地と建物)","商業地","18204","福井県","小浜市","駅前町","小浜","3",60000000,"","","270",,"ほぼ長方形","6.0","790","昭和60年","鉄骨造","住宅、その他","","南","市道",8.0,"商業地域",80,400,"平成26年第１四半期","",""
4522,"宅地(土地と建物)","商業地","18204","福井県","小浜市","大手町","小浜","10",20000000,"","","340",,"長方形","22.4","350","昭和63年","鉄骨造、木造","住宅、店舗","","東","市道",10.0,"商業地域",80,400,"平成25年第４四半期","",""
4523,"宅地(土地と建物)","商業地","18204","福井県","小浜市","大手町","小浜","7",8000000,"","","105",,"ほぼ長方形","6.5","155","平成16年","鉄骨造","事務所、店舗","","東","国道",15.0,"商業地域",80,400,"平成25年第２四半期","",""
4524,"宅地(土地と建物)","住宅地","18204","福井県","小浜市","尾崎","小浜","30分?60分",10000000,"","","1100",,"ほぼ台形","41.0","310","昭和61年","木造","住宅","","西","市道",2.5,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成25年第４四半期","",""
4525,"農地","","18204","福井県","小浜市","尾崎","","",2000000,"","","790",,"","","","","","","","","",,"",,,"平成27年第３四半期","",""
4526,"農地","","18204","福井県","小浜市","尾崎","","",4500000,"","","840",,"","","","","","","","","",,"",,,"平成25年第２四半期","",""
4527,"農地","","18204","福井県","小浜市","尾崎","","",800000,"","","750",,"","","","","","","","","",,"",,,"平成25年第２四半期","",""
4528,"農地","","18204","福井県","小浜市","尾崎","","",1000000,"","","980",,"","","","","","","","","",,"",,,"平成25年第２四半期","",""
4529,"農地","","18204","福井県","小浜市","尾崎","","",3500000,"","","2000",,"","","","","","","","","",,"",,,"平成25年第２四半期","",""
4530,"農地","","18204","福井県","小浜市","尾崎","","",500000,"","","1200",,"","","","","","","","","",,"",,,"平成25年第２四半期","",""
4531,"農地","","18204","福井県","小浜市","尾崎","","",1800000,"","","2000",,"","","","","","","","","",,"",,,"平成25年第２四半期","",""
4532,"農地","","18204","福井県","小浜市","尾崎","","",900000,"","","740",,"","","","","","","","","",,"",,,"平成25年第２四半期","",""
4533,"農地","","18204","福井県","小浜市","尾崎","","",100000,"","","260",,"","","","","","","","","",,"",,,"平成25年第２四半期","",""
4534,"宅地(土地)","住宅地","18204","福井県","小浜市","遠敷","東小浜","12",1000000,"33000","","100",10000,"ほぼ台形","11.0","","","","","その他","東","市道",3.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成30年第１四半期","",""
4535,"宅地(土地)","商業地","18204","福井県","小浜市","遠敷","東小浜","12",32000000,"110000","","990",32000,"ほぼ長方形","11.2","","","","","その他","南","国道",14.0,"準工業地域",60,200,"平成29年第３四半期","",""
4536,"宅地(土地)","住宅地","18204","福井県","小浜市","遠敷","東小浜","5",20000000,"87000","","740",26000,"ほぼ長方形","34.0","","","","","店舗","東","市道",12.0,"第２種中高層住居専用地域",60,200,"平成28年第３四半期","",""
4537,"宅地(土地と建物)","住宅地","18204","福井県","小浜市","遠敷","東小浜","8",6000000,"","","610",,"ほぼ長方形","10.8","120","","木造","住宅","その他","南西","市道",6.3,"市街化区域及び市街化調整区域外の都市計画区域",70,200,"平成28年第３四半期","",""
4538,"宅地(土地と建物)","住宅地","18204","福井県","小浜市","遠敷","東小浜","8",6000000,"","","1000",,"長方形","","155","","木造","住宅、その他","その他","南西","市道",6.5,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成28年第３四半期","",""
4539,"宅地(土地と建物)","住宅地","18204","福井県","小浜市","遠敷","東小浜","11",15000000,"","","780",,"長方形","19.5","850","平成2年","鉄骨造","事務所、倉庫","その他","南","市道",6.0,"第２種中高層住居専用地域",60,200,"平成28年第３四半期","",""
4540,"宅地(土地)","住宅地","18204","福井県","小浜市","遠敷","東小浜","6",18000000,"160000","","360",49000,"ほぼ正方形","18.2","","","","","","西","市道",9.9,"第１種中高層住居専用地域",60,200,"平成28年第３四半期","",""
4541,"宅地(土地)","住宅地","18204","福井県","小浜市","遠敷","東小浜","5",260000,"7900","","110",2400,"台形","9.5","","","","","その他","西","市道",5.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成28年第２四半期","",""
4542,"宅地(土地)","住宅地","18204","福井県","小浜市","遠敷","東小浜","11",20000000,"52000","","1300",16000,"ほぼ整形","21.0","","","","","","北西","市道",5.5,"第２種中高層住居専用地域",60,200,"平成27年第４四半期","",""
4543,"宅地(土地と建物)","住宅地","18204","福井県","小浜市","遠敷","東小浜","12",35000000,"","","1700",,"ほぼ長方形","42.0","1200","平成元年","鉄骨造","事務所、作業場、倉庫","その他","北","市道",6.0,"準工業地域",60,200,"平成27年第４四半期","",""
4544,"宅地(土地と建物)","住宅地","18204","福井県","小浜市","遠敷","東小浜","7",2800000,"","","290",,"長方形","16.2","55","平成23年","軽量鉄骨造","事務所","","北","市道",6.0,"第２種中高層住居専用地域",60,200,"平成27年第４四半期","","調停・競売等"
4545,"宅地(土地)","住宅地","18204","福井県","小浜市","遠敷","東小浜","8",8500000,"94000","","300",29000,"ほぼ長方形","11.5","","","","","住宅","南西","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",70,200,"平成27年第４四半期","",""
4546,"宅地(土地)","住宅地","18204","福井県","小浜市","遠敷","東小浜","4",15000000,"43000","","1200",13000,"ほぼ台形","33.0","","","","","","南西","市道",5.8,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成27年第１四半期","",""
4547,"宅地(土地)","住宅地","18204","福井県","小浜市","遠敷","東小浜","5",8500000,"84000","","340",25000,"ほぼ台形","9.9","","","","","","西","県道",12.0,"準工業地域",60,200,"平成27年第１四半期","",""
4548,"宅地(土地と建物)","住宅地","18204","福井県","小浜市","遠敷","東小浜","14",13000000,"","","120",,"長方形","9.5","85","平成14年","木造","住宅","住宅","北","私道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成26年第３四半期","",""
