"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
8432,"宅地(土地と建物)","商業地","18210","福井県","坂井市","三国町黒目","三国神社","30分?60分",28000000,"","","660",,"長方形","16.9","120","平成4年","鉄骨造","店舗","店舗","南西","市道",12.0,"商業地域",80,400,"平成27年第３四半期","",""
8433,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町黒目","三国神社","1H?1H30",11000000,"","","240",,"正方形","15.1","135","平成9年","木造","住宅","住宅","南東","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",70,200,"平成27年第２四半期","",""
8434,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町黒目","三国神社","1H?1H30",13000000,"","","280",,"ほぼ長方形","13.5","155","平成6年","木造","住宅","住宅","南東","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成26年第３四半期","",""
8435,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町黒目","三国神社","1H?1H30",13000000,"","","230",,"正方形","14.8","135","平成11年","木造","住宅","住宅","北西","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",70,200,"平成26年第２四半期","",""
8436,"農地","","18210","福井県","坂井市","三国町黒目","","",570000,"","","190",,"","","","","","","","","",,"",,,"平成30年第２四半期","",""
8437,"農地","","18210","福井県","坂井市","三国町黒目","","",2200000,"","","360",,"","","","","","","","","",,"",,,"平成26年第３四半期","",""
8438,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町米ケ脇","三国港","15",3400000,"50000","","220",15000,"ほぼ長方形","12.5","","","","","住宅","北東","市道",5.0,"第１種低層住居専用地域",50,80,"平成30年第１四半期","",""
8439,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町米ケ脇","三国港","12",9500000,"85000","","370",26000,"不整形","22.0","","","","","","南","県道",9.8,"第１種住居地域",60,200,"平成30年第１四半期","",""
8440,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町米ケ脇","三国港","14",1000000,"7800","","430",2400,"ほぼ台形","12.8","","","","","その他","北東","市道",6.0,"第１種低層住居専用地域",50,80,"平成29年第４四半期","",""
8441,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町米ケ脇","三国港","20",10000000,"","","970",,"ほぼ長方形","33.3","170","平成3年","","住宅","住宅","北東","市道",16.0,"第１種住居地域",60,200,"平成29年第４四半期","",""
8442,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町米ケ脇","三国港","20",26000000,"","","350",,"長方形","14.4","220","平成12年","木造","住宅、店舗","店舗","南","私道",6.0,"第１種住居地域",60,200,"平成29年第３四半期","",""
8443,"宅地(土地)","宅地見込地","18210","福井県","坂井市","三国町米ケ脇","三国港","24",11000000,"34000","","1000",10000,"ほぼ長方形","22.7","","","","","","東","道路",6.0,"市街化区域及び市街化調整区域外の都市計画区域",30,50,"平成29年第１四半期","",""
8444,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町米ケ脇","三国港","11",3300000,"50000","","220",15000,"ほぼ長方形","12.1","","","","","住宅","南西","市道",12.0,"第１種住居地域",60,200,"平成28年第２四半期","",""
8445,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町米ケ脇","三国港","14",2500000,"","","135",,"不整形","17.0","40","","木造","住宅","その他","東","市道",4.0,"第１種住居地域",60,200,"平成28年第１四半期","",""
8446,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町米ケ脇","三国港","11",8000000,"63000","","420",19000,"不整形","10.0","","","","","その他","東","市道",8.0,"第１種低層住居専用地域",50,80,"平成28年第１四半期","",""
8447,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町米ケ脇","三国港","14",3500000,"44000","","260",13000,"ほぼ長方形","11.0","","","","","住宅","北西","市道",3.4,"第１種中高層住居専用地域",60,200,"平成28年第１四半期","",""
8448,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町米ケ脇","三国港","20",13000000,"","","350",,"長方形","14.4","220","平成12年","木造","住宅、店舗","","南","私道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成27年第３四半期","","調停・競売等"
8449,"宅地(土地)","宅地見込地","18210","福井県","坂井市","三国町米ケ脇","三国港","15",580000,"8900","","220",2700,"不整形","12.0","","","","","","接面道路無","",,"第１種住居地域",60,200,"平成27年第１四半期","",""
8450,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町米ケ脇","三国港","12",31000000,"","","790",,"ほぼ整形","27.5","50","","","その他","その他","南","市道",4.1,"第１種中高層住居専用地域",60,200,"平成26年第４四半期","",""
8451,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町米ケ脇","三国港","18",5400000,"50000","","360",15000,"ほぼ台形","19.3","","","","","","北東","市道",12.0,"第１種住居地域",60,200,"平成25年第４四半期","",""
8452,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町米ケ脇","三国港","12",4200000,"40000","","350",12000,"不整形","5.5","","","","","","西","市道",3.8,"第１種中高層住居専用地域",60,200,"平成25年第４四半期","",""
8453,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町米ケ脇","三国港","12",4800000,"60000","","260",18000,"ほぼ台形","16.2","","","","","","西","市道",3.8,"第１種中高層住居専用地域",60,200,"平成25年第３四半期","",""
8454,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町米ケ脇","三国港","10",5000000,"90000","","185",27000,"不整形","5.5","","","","","","南東","県道",11.6,"第１種住居地域",60,200,"平成25年第１四半期","",""
8455,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町米ケ脇","三国港","10",1800000,"90000","","65",27000,"不整形","3.5","","","","","","南西","県道",11.6,"第１種住居地域",60,200,"平成25年第１四半期","",""
8456,"農地","","18210","福井県","坂井市","三国町米ケ脇","","",500000,"","","165",,"","","","","","","","","",,"",,,"平成28年第３四半期","",""
8457,"林地","","18210","福井県","坂井市","三国町米ケ脇","","",1600000,"","","1100",,"","","","","","","","","",,"",,,"平成28年第３四半期","",""
8458,"林地","","18210","福井県","坂井市","三国町米ケ脇","","",9100000,"","","1000",,"","","","","","","住宅","","",,"",,,"平成28年第１四半期","",""
8459,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町崎","三国港","30分?60分",7800000,"","","290",,"ほぼ長方形","17.4","130","平成9年","木造","住宅","住宅","東","市道",3.5,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成30年第２四半期","",""
8460,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町崎","三国港","30分?60分",1300000,"","","290",,"不整形","20.6","130","平成9年","木造","住宅","住宅","北東","市道",3.3,"市街化区域及び市街化調整区域外の都市計画区域",70,200,"平成29年第４四半期","","調停・競売等"
8461,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町崎","三国港","30分?60分",1400000,"37000","","130",11000,"不整形","10.4","","","","","その他","北西","道路",1.7,"市街化区域及び市街化調整区域外の都市計画区域",70,200,"平成28年第４四半期","",""
8462,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町崎","三国港","30分?60分",11000000,"","","230",,"ほぼ長方形","14.2","110","平成8年","木造","住宅","住宅","南西","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",70,200,"平成27年第２四半期","",""
8463,"林地","","18210","福井県","坂井市","三国町崎","","",3600000,"","","4000",,"","","","","","","","","",,"",,,"平成27年第３四半期","",""
8464,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町山王","三国神社","12",500000,"8800","","190",2700,"ほぼ台形","","","","","","","接面道路無","",,"第１種中高層住居専用地域",,,"平成29年第３四半期","",""
8465,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町汐見","三国神社","21",6000000,"64000","","310",19000,"長方形","9.0","","","","","","北西","市道",12.0,"準工業地域",60,200,"平成26年第３四半期","",""
8466,"農地","","18210","福井県","坂井市","三国町下野","","",260000,"","","1000",,"","","","","","","","","",,"",,,"平成30年第１四半期","",""
8467,"農地","","18210","福井県","坂井市","三国町下野","","",40000,"","","370",,"","","","","","","","","",,"",,,"平成30年第１四半期","",""
8468,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町宿","三国港","2",8000000,"","","530",,"不整形","11.6","85","","木造","住宅","その他","南西","市道",4.0,"第１種中高層住居専用地域",60,200,"平成29年第４四半期","",""
8469,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町宿","三国港","3",5500000,"53000","","340",16000,"長方形","17.0","","","","","住宅","南西","市道",5.0,"第１種住居地域",60,200,"平成29年第２四半期","",""
8470,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町宿","三国港","11",1400000,"53000","","85",16000,"長方形","20.0","","","","","その他","北東","市道",8.0,"第１種低層住居専用地域",50,80,"平成28年第２四半期","",""
8471,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町宿","三国港","14",1600000,"47000","","115",14000,"ほぼ長方形","33.6","","","","","","南","市道",16.0,"第１種住居地域",60,200,"平成27年第１四半期","",""
8472,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町宿","三国港","6",3100000,"69000","","150",21000,"ほぼ台形","12.5","","","","","","南西","市道",12.0,"第１種住居地域",60,200,"平成25年第３四半期","",""
8473,"林地","","18210","福井県","坂井市","三国町宿","","",4000000,"","","2700",,"","","","","","","","","",,"",,,"平成30年第１四半期","",""
8474,"農地","","18210","福井県","坂井市","三国町宿","","",230000,"","","150",,"","","","","","","","","",,"",,,"平成28年第２四半期","",""
8475,"農地","","18210","福井県","坂井市","三国町宿","","",450000,"","","590",,"","","","","","","","","",,"",,,"平成28年第２四半期","",""
8476,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町陣ケ岡","三国港","30分?60分",24000000,"","","1100",,"ほぼ整形","42.5","200","昭和60年","木造","住宅","","東","私道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",30,50,"平成29年第４四半期","",""
8477,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町陣ケ岡","三国港","21",3500000,"26000","","440",7900,"長方形","13.0","","","","","住宅","南西","市道",5.8,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成28年第４四半期","","調停・競売等"
8478,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町陣ケ岡","三国港","20",12000000,"","","240",,"ほぼ長方形","17.5","115","平成9年","木造","住宅","住宅","南西","私道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成27年第４四半期","",""
8479,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町陣ケ岡","三国港","29",6500000,"65000","","330",20000,"ほぼ長方形","11.1","","","","","","北東","道路",5.2,"市街化区域及び市街化調整区域外の都市計画区域",60,100,"平成27年第４四半期","",""
8480,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町陣ケ岡","三国港","21",16000000,"","","200",,"ほぼ長方形","10.0","135","平成10年","木造","住宅","","南西","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成27年第３四半期","",""
8481,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町陣ケ岡","三国港","24",23000000,"","","1600",,"ほぼ台形","15.9","55","昭和53年","木造","店舗","倉庫","北","市道",8.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成27年第２四半期","",""
8482,"林地","","18210","福井県","坂井市","三国町陣ケ岡","","",3500000,"","","2300",,"","","","","","","","","",,"",,,"平成30年第２四半期","",""
8483,"農地","","18210","福井県","坂井市","三国町陣ケ岡","","",11000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"平成27年第４四半期","",""
8484,"林地","","18210","福井県","坂井市","三国町陣ケ岡","","",1500000,"","","1300",,"","","","","","","","","",,"",,,"平成27年第２四半期","",""
8485,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町新宿","三国(福井)","13",10000000,"","","200",,"長方形","13.2","105","昭和51年","木造","住宅","住宅","南東","市道",16.0,"第１種住居地域",60,200,"平成29年第１四半期","",""
8486,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町新宿","三国(福井)","21",15000000,"","","420",,"長方形","22.2","280","昭和63年","軽量鉄骨造","共同住宅","住宅","北","市道",8.0,"第１種低層住居専用地域",50,80,"平成29年第１四半期","",""
8487,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町新宿","三国港","6",6000000,"","","240",,"正方形","16.0","230","昭和54年","木造","作業場","倉庫","南東","市道",16.0,"第１種住居地域",60,200,"平成28年第３四半期","",""
8488,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町新宿","三国港","6",4500000,"","","200",,"長方形","13.2","105","昭和51年","木造","住宅","","東","市道",14.5,"第１種住居地域",60,200,"平成28年第２四半期","",""
8489,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町新宿","三国港","9",5200000,"85000","","200",26000,"ほぼ長方形","15.0","","","","","その他","東","市道",8.0,"第１種低層住居専用地域",50,80,"平成28年第２四半期","",""
8490,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町新宿","三国港","12",4000000,"58000","","230",17000,"長方形","12.0","","","","","住宅","南","市道",6.0,"第１種低層住居専用地域",50,80,"平成27年第４四半期","",""
8491,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町新宿","三国港","9",4800000,"80000","","200",24000,"長方形","10.2","","","","","住宅","南","市道",6.0,"第１種低層住居専用地域",50,80,"平成27年第３四半期","",""
8492,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町新宿","三国港","10",4700000,"79000","","195",24000,"長方形","10.4","","","","","住宅","南","市道",6.0,"第１種低層住居専用地域",50,80,"平成27年第３四半期","",""
8493,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町新宿","三国港","10",13000000,"","","165",,"長方形","8.7","130","平成6年","木造","住宅","","北","市道",6.0,"第１種低層住居専用地域",50,80,"平成25年第３四半期","",""
8494,"農地","","18210","福井県","坂井市","三国町新宿","","",70000,"","","115",,"","","","","","","","","",,"",,,"平成28年第３四半期","",""
8495,"農地","","18210","福井県","坂井市","三国町新宿","","",160000,"","","210",,"","","","","","","","","",,"",,,"平成28年第２四半期","",""
8496,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町新保","三国(福井)","30分?60分",29000000,"35000","","2000㎡以上",11000,"ほぼ整形","50.0m以上","","","","","","南西","県道",8.5,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成30年第２四半期","",""
8497,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町新保","三国(福井)","30分?60分",340000,"1500","","740",460,"ほぼ長方形","34.0","","","","","","北","市道",7.5,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成25年第３四半期","",""
8498,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町新保","三国(福井)","30分?60分",3400000,"1500","","2000㎡以上",460,"不整形","50.0m以上","","","","","","北","市道",4.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成25年第３四半期","",""
8499,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町新保","三国(福井)","30分?60分",58000,"1500","","125",460,"不整形","","","","","","","接面道路無","",,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成25年第３四半期","",""
8500,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町新保","三国(福井)","30分?60分",5000000,"","","155",,"長方形","8.8","130","昭和51年","木造","住宅","","北東","市道",7.0,"第１種中高層住居専用地域",60,200,"平成25年第３四半期","",""
8501,"宅地(土地)","工業地","18210","福井県","坂井市","三国町新保","三国(福井)","30分?60分",2700000,"6000","","1500",1800,"不整形","","","","","","","接面道路無","",,"工業専用地域",60,200,"平成25年第２四半期","",""
8502,"宅地(土地)","宅地見込地","18210","福井県","坂井市","三国町新保","三国神社","30分?60分",5500000,"6300","","2000㎡以上",1900,"台形","","","","","","","接面道路無","",,"市街化区域及び市街化調整区域外の都市計画区域",,,"平成29年第２四半期","",""
8503,"宅地(土地)","宅地見込地","18210","福井県","坂井市","三国町新保","三国神社","30分?60分",9800000,"7000","","2000㎡以上",2100,"ほぼ台形","","","","","","","接面道路無","",,"市街化区域及び市街化調整区域外の都市計画区域",,,"平成29年第２四半期","",""
8504,"宅地(土地)","宅地見込地","18210","福井県","坂井市","三国町新保","三国神社","30分?60分",5500000,"5400","","2000㎡以上",1600,"不整形","","","","","","","接面道路無","",,"市街化区域及び市街化調整区域外の都市計画区域",,,"平成29年第２四半期","",""
8505,"宅地(土地)","宅地見込地","18210","福井県","坂井市","三国町新保","三国神社","30分?60分",2500000,"5400","","1500",1600,"ほぼ整形","","","","","","","接面道路無","",,"市街化区域及び市街化調整区域外の都市計画区域",,,"平成29年第２四半期","",""
8506,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町新保","三国神社","30分?60分",2500000,"10000","","810",3000,"ほぼ長方形","10.7","","","","","その他","東","県道",7.3,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成28年第４四半期","",""
8507,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町新保","三国神社","23",1500000,"32000","","155",9500,"不整形","15.0","","","","","その他","南西","市道",4.0,"第１種中高層住居専用地域",60,200,"平成27年第４四半期","",""
8508,"宅地(土地)","商業地","18210","福井県","坂井市","三国町新保","三国神社","26",15000000,"77000","","650",23000,"ほぼ長方形","14.6","","","","","","北西","市道",20.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成26年第４四半期","",""
8509,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町新保","三国神社","30分?60分",800000,"20000","","130",6100,"不整形","6.5","","","","","","北","市道",4.3,"第１種中高層住居専用地域",60,200,"平成25年第４四半期","",""
8510,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町新保","三国神社","30分?60分",2100000,"35000","","200",11000,"長方形","8.5","","","","","","南東","市道",4.5,"第１種中高層住居専用地域",60,200,"平成25年第４四半期","",""
8511,"林地","","18210","福井県","坂井市","三国町新保","","",5800000,"","","3200",,"","","","","","","","","",,"",,,"平成29年第２四半期","",""
8512,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町神明","三国(福井)","6",1000000,"","","195",,"ほぼ整形","7.5","130","戦前","木造","住宅","住宅","南","市道",4.4,"商業地域",80,400,"平成30年第１四半期","",""
8513,"宅地(土地と建物)","商業地","18210","福井県","坂井市","三国町神明","三国(福井)","9",450000,"","","280",,"ほぼ長方形","9.5","240","","木造","住宅、その他","","南西","県道",9.7,"近隣商業地域",80,200,"平成29年第１四半期","",""
8514,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町神明","三国(福井)","5",1800000,"60000","","100",18000,"台形","6.1","","","","","その他","西","市道",3.5,"近隣商業地域",80,200,"平成27年第４四半期","",""
8515,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町神明","三国(福井)","7",3900000,"","","140",,"長方形","6.0","85","平成2年","木造","住宅","住宅","北西","市道",3.0,"商業地域",80,400,"平成27年第３四半期","",""
8516,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町神明","三国(福井)","8",2500000,"","","150",,"ほぼ長方形","7.7","200","平成元年","木造","倉庫","倉庫","北東","市道",4.2,"近隣商業地域",80,200,"平成26年第４四半期","",""
8517,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町神明","三国(福井)","6",4200000,"58000","","240",18000,"台形","9.0","","","","","","北東","市道",3.3,"近隣商業地域",80,200,"平成25年第４四半期","",""
8518,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町神明","三国(福井)","4",9600000,"35000","","920",10000,"ほぼ整形","50.0m以上","","","","","","南西","道路",3.9,"第１種住居地域",60,200,"平成25年第３四半期","",""
8519,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町神明","三国(福井)","6",3500000,"77000","","150",23000,"不整形","7.5","","","","","","北東","市道",2.0,"商業地域",80,400,"平成25年第２四半期","",""
8520,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町神明","三国港","9",4200000,"","","910",,"ほぼ長方形","18.7","1200","","木造","工場、事務所","","南西","県道",12.0,"近隣商業地域",80,200,"平成28年第２四半期","","調停・競売等"
8521,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町滝谷","三国(福井)","8",7000000,"110000","","200",35000,"ほぼ整形","11.2","","","","","その他","北","市道",5.8,"第１種住居地域",60,200,"平成30年第１四半期","",""
8522,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町滝谷","三国(福井)","6",2800000,"","","300",,"不整形","15.0","165","","木造","住宅","住宅","北西","市道",2.1,"第１種住居地域",60,200,"平成27年第４四半期","",""
8523,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町滝谷","三国(福井)","9",2000000,"","","95",,"ほぼ長方形","8.5","110","","木造","住宅","","南西","市道",3.0,"第１種住居地域",60,200,"平成25年第３四半期","",""
8524,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町滝谷","三国港","17",13000000,"","","330",,"長方形","14.0","155","平成26年","木造","住宅","住宅","南","市道",16.0,"第１種住居地域",60,200,"平成30年第２四半期","",""
8525,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町滝谷","三国港","4",2000000,"40000","","165",12000,"長方形","10.1","","","","","住宅","西","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成27年第２四半期","",""
8526,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町滝谷","三国港","16",13000000,"130000","","330",39000,"長方形","14.0","","","","","","南","市道",16.0,"第１種住居地域",60,200,"平成25年第４四半期","",""
8527,"林地","","18210","福井県","坂井市","三国町滝谷","","",1000000,"","","580",,"","","","","","","","","",,"",,,"平成27年第１四半期","",""
8528,"林地","","18210","福井県","坂井市","三国町嵩","","",600000,"","","200",,"","","","","","","","","",,"",,,"平成26年第２四半期","",""
8529,"農地","","18210","福井県","坂井市","三国町嵩","","",1200000,"","","3200",,"","","","","","","","","",,"",,,"平成26年第１四半期","",""
8530,"農地","","18210","福井県","坂井市","三国町嵩","","",470000,"","","155",,"","","","","","","","","",,"",,,"平成25年第１四半期","",""
8531,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町竹松","三国神社","17",4400000,"","","185",,"ほぼ長方形","8.0","110","平成3年","木造","住宅","","北","市道",6.0,"第１種住居地域",60,200,"平成25年第４四半期","",""
8532,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町中央","三国神社","11",13000000,"","","240",,"長方形","12.0","105","平成17年","木造","住宅","","東","市道",6.0,"第１種住居地域",60,200,"平成29年第１四半期","",""
8533,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町中央","三国神社","14",6500000,"76000","","280",23000,"長方形","14.0","","","","","","西","市道",6.0,"第１種住居地域",60,200,"平成28年第２四半期","",""
8534,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町中央","三国神社","11",6000000,"70000","","280",21000,"長方形","14.0","","","","","","西","市道",6.0,"第１種住居地域",60,200,"平成27年第４四半期","",""
8535,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町中央","三国神社","10",7500000,"120000","","200",37000,"不整形","11.0","","","","","住宅","南","市道",7.0,"第１種住居地域",60,200,"平成27年第４四半期","",""
8536,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町中央","三国神社","13",8600000,"86000","","330",26000,"ほぼ台形","15.0","","","","","住宅","北","県道",16.0,"第１種住居地域",60,200,"平成27年第１四半期","",""
8537,"林地","","18210","福井県","坂井市","三国町中央","","",330000,"","","180",,"","","","","","","","","",,"",,,"平成26年第１四半期","",""
8538,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町つつじが丘","三国港","8",600000,"22000","","90",6600,"台形","3.2","","","","","その他","南","市道",3.0,"第１種低層住居専用地域",50,80,"平成29年第２四半期","",""
8539,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町つつじが丘","三国港","7",5000000,"71000","","230",21000,"ほぼ台形","15.5","","","","","住宅","南東","市道",6.0,"第１種低層住居専用地域",50,80,"平成27年第２四半期","",""
8540,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町殿島","三国神社","19",6800000,"87000","","260",26000,"ほぼ長方形","17.5","","","","","住宅","南西","市道",7.0,"第１種住居地域",60,200,"平成26年第３四半期","",""
8541,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町錦","三国(福井)","4",2000000,"70000","","95",21000,"長方形","5.1","","","","","その他","北西","市道",4.6,"近隣商業地域",80,200,"平成28年第４四半期","",""
8542,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町錦","三国(福井)","5",3300000,"75000","","145",23000,"ほぼ長方形","7.0","","","","","その他","北西","市道",5.2,"近隣商業地域",80,200,"平成27年第２四半期","",""
8543,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町錦","三国(福井)","8",5300000,"70000","","250",21000,"不整形","","","","","","","北東","市道",6.0,"第１種中高層住居専用地域",60,200,"平成25年第３四半期","",""
8544,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町錦","三国神社","7",880000,"20000","","145",6000,"ほぼ長方形","8.3","","","","","その他","西","市道",2.8,"第１種中高層住居専用地域",60,200,"平成28年第４四半期","","調停・競売等"
8545,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町錦","三国神社","6",6300000,"57000","","370",17000,"ほぼ台形","21.0","","","","","住宅","南","市道",5.0,"第１種中高層住居専用地域",60,200,"平成27年第２四半期","",""
8546,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町錦","三国神社","5",4500000,"77000","","190",23000,"ほぼ長方形","12.8","","","","","","南","市道",9.8,"第１種住居地域",60,200,"平成26年第３四半期","",""
8547,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町野中","三国神社","30分?60分",5000000,"","","770",,"ほぼ長方形","18.4","490","昭和49年","鉄骨造","倉庫、駐車場","倉庫","北","市道",5.7,"市街化区域及び市街化調整区域外の都市計画区域",60,100,"平成27年第１四半期","",""
8548,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町野中","三国神社","30分?60分",5000000,"","","770",,"ほぼ長方形","18.3","490","昭和49年","鉄骨造","倉庫、駐車場","倉庫","北","市道",5.7,"市街化区域及び市街化調整区域外の都市計画区域",60,100,"平成27年第１四半期","",""
8549,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町浜地","水居","30分?60分",38000000,"","","2000㎡以上",,"ほぼ長方形","50.0m以上","780","昭和46年","鉄骨造","店舗","その他","南","市道",8.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成27年第３四半期","",""
8550,"宅地(土地)","住宅地","18210","福井県","坂井市","三国町浜地","水居","30分?60分",16000000,"53000","","970",16000,"不整形","","","","","","","東","県道",9.0,"市街化区域及び市街化調整区域外の都市計画区域",50,80,"平成27年第１四半期","",""
8551,"農地","","18210","福井県","坂井市","三国町浜地","","",83000,"","","550",,"","","","","","","","","",,"",,,"平成25年第１四半期","",""
8552,"農地","","18210","福井県","坂井市","三国町浜地","","",36000,"","","240",,"","","","","","","","","",,"",,,"平成25年第１四半期","",""
8553,"宅地(土地と建物)","住宅地","18210","福井県","坂井市","三国町平山","水居","30分?60分",3100000,"","","180",,"ほぼ長方形","10.3","90","平成2年","木造","住宅","住宅","南","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成30年第１四半期","",""
8554,"宅地(土地)","商業地","18210","福井県","坂井市","三国町三国東","三国神社","2",3000000,"21000","","460",6500,"ほぼ台形","22.7","","","","","","東","国道",13.5,"準工業地域",60,200,"平成30年第１四半期","",""
